track_name,artist_name,genre,danceability,energy,loudness,speechiness,acousticness,liveness,valence,tempo,duration_ms,popularity
Creep,Radiohead,"['alternative rock', 'art rock', 'melancholia', 'oxford indie', 'permanent wave', 'rock']",0.515,0.43,-9.935,0.0372,0.0097,0.129,0.104,91.844,238640,0
Be-Bop-A-Lula,Gene Vincent & His Blue Caps,"['rock-and-roll', 'rockabilly']",0.593,0.537,-10.906,0.0444,0.414,0.147,0.843,126.071,156307,0
Paranoid - 2012 - Remaster,Black Sabbath,"['album rock', 'alternative metal', 'birmingham metal', 'classic rock', 'hard rock', 'metal', 'rock', 'stoner rock', 'uk doom metal']",0.412,0.658,-12.051,0.0708,4.52e-05,0.176,0.454,163.071,168406,0
"Heart Of Glass - 12"" Version",Blondie,"['candy pop', 'new wave pop', 'permanent wave', 'power pop', 'rock']",0.661,0.629,-7.797,0.043,0.00662,0.0459,0.69,114.976,350867,0
Kashmir - Remaster,Led Zeppelin,"['album rock', 'classic rock', 'hard rock', 'rock']",0.483,0.615,-8.538,0.0497,0.452,0.0512,0.594,80.576,517125,0
Walk This Way (feat. Aerosmith),Run–D.M.C.,"['east coast hip hop', 'golden age hip hop', 'hip hop', 'old school hip hop', 'queens hip hop', 'rap']",0.761,0.711,-7.989,0.0604,0.0174,0.0652,0.947,105.448,310387,0
Like a Prayer,Madonna,"['dance pop', 'pop']",0.66,0.629,-12.359,0.0387,0.432,0.172,0.324,111.926,340867,0
Marquee Moon - 2003 Remaster,Television,[],0.494,0.657,-7.543,0.0397,0.0632,0.0849,0.737,118.194,645000,0
Hotline Bling,Drake,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",0.891,0.628,-7.863,0.0551,0.00258,0.0504,0.552,134.966,267067,0
Live Forever - Remastered,Oasis,"['beatlesque', 'britpop', 'madchester', 'permanent wave', 'rock']",0.286,0.822,-3.366,0.0381,2.31e-05,0.353,0.19,90.96,276667,0
Time to Pretend,MGMT,"['alternative rock', 'indie rock', 'indietronica', 'modern rock', 'rock']",0.438,0.94,-3.249,0.0452,8.74e-05,0.3,0.421,100.99,261000,0
When a Man Loves a Woman,Percy Sledge,"['classic soul', 'rock-and-roll', 'soul', 'southern soul']",0.516,0.15,-20.41,0.0272,0.13,0.122,0.205,97.398,173867,0
Brown Sugar - 2009 Remaster,The Rolling Stones,"['album rock', 'british invasion', 'classic rock', 'rock']",0.633,0.934,-3.594,0.0344,0.219,0.0592,0.963,128.606,228667,0
"Over the Rainbow (from ""The Wizard of Oz"") - 2022 Remaster",Herbert Stothart,['classic soundtrack'],0.266,0.0633,-19.328,0.0401,0.91,0.14,0.216,110.531,165467,0
Tomorrow Never Knows - Remastered 2009,The Beatles,"['beatlesque', 'british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']",0.38,0.829,-6.105,0.0405,8.4e-05,0.342,0.0534,125.887,179547,0
This Land is Your Land,Woody Guthrie,"['american folk revival', 'folk', 'protest folk', 'singer-songwriter', 'traditional blues', 'traditional folk']",0.497,0.0919,-15.685,0.0704,0.968,0.133,0.548,206.431,139693,0
"Oh, Pretty Woman",Roy Orbison,"['adult standards', 'classic rock', 'folk rock', 'mellow gold', 'rock-and-roll', 'rockabilly', 'singer-songwriter']",0.693,0.488,-14.338,0.0346,0.404,0.0985,0.97,125.34,178787,0
Jailhouse Rock,Elvis Presley,"['rock-and-roll', 'rockabilly']",0.623,0.537,-10.014,0.0726,0.332,0.0963,0.905,166.885,146933,0
Empire State Of Mind,JAY-Z,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap']",0.491,0.956,-1.538,0.392,0.0295,0.46,0.811,173.585,276920,0
I Bet You Look Good On The Dancefloor,Arctic Monkeys,"['garage rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']",0.535,0.948,-4.19,0.0356,0.00225,0.376,0.778,103.183,173680,0
Like a Virgin,Madonna,"['dance pop', 'pop']",0.771,0.655,-10.842,0.0372,0.152,0.0685,0.97,119.747,218627,0
Into the Groove,Madonna,"['dance pop', 'pop']",0.729,0.856,-4.164,0.035,0.0658,0.0691,0.804,116.467,285093,0
Let It Happen,Tame Impala,"['australian psych', 'modern rock', 'neo-psychedelic', 'rock']",0.602,0.881,-5.875,0.0443,0.00462,0.111,0.577,125.012,467587,0
Cranes in the Sky,Solange,"['afrofuturism', 'alternative r&b', 'r&b', 'urban contemporary']",0.719,0.615,-5.972,0.045,0.408,0.235,0.465,96.988,250973,0
Song 2 - 2012 Remaster,Blur,"['alternative rock', 'britpop', 'madchester', 'permanent wave', 'rock']",0.674,0.789,-6.903,0.0676,0.00178,0.0753,0.918,129.802,121160,0
Purple Rain,Prince,"['funk', 'funk rock', 'minneapolis sound', 'rock', 'synth funk']",0.367,0.452,-10.422,0.0307,0.0353,0.689,0.189,113.066,520787,0
Wuthering Heights - 2018 Remaster,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",0.483,0.397,-10.805,0.0301,0.409,0.144,0.517,124.572,268933,0
Born in the U.S.A.,Bruce Springsteen,"['heartland rock', 'mellow gold', 'permanent wave', 'rock', 'singer-songwriter']",0.398,0.952,-6.042,0.061,0.000373,0.1,0.584,122.093,278680,0
Kids,MGMT,"['alternative rock', 'indie rock', 'indietronica', 'modern rock', 'rock']",0.451,0.931,-3.871,0.0719,0.00076,0.361,0.172,122.961,302840,0
"Nuthin' But A ""G"" Thang",Dr. Dre,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']",0.669,0.821,-4.37,0.29,0.00182,0.147,0.684,94.895,237573,0
Peggy Sue,Buddy Holly,"['classic rock', 'folk rock', 'mellow gold', 'rock-and-roll', 'rockabilly', 'singer-songwriter']",0.676,0.424,-8.132,0.0329,0.947,0.119,0.493,148.373,150960,0
White Rabbit,Jefferson Airplane,"['acid rock', 'album rock', 'blues rock', 'classic rock', 'folk rock', 'hard rock', 'mellow gold', 'psychedelic rock', 'rock', 'singer-songwriter']",0.551,0.293,-12.503,0.0272,0.486,0.0864,0.322,106.798,150640,0
Kiss,Prince,"['funk', 'funk rock', 'minneapolis sound', 'rock', 'synth funk']",0.898,0.271,-12.238,0.091,0.0135,0.0461,0.742,111.485,226240,0
Sunday Bloody Sunday - Remastered 2008,U2,"['irish rock', 'permanent wave', 'rock']",0.543,0.944,-7.495,0.0543,0.402,0.0373,0.735,101.174,279440,0
Psycho Killer - 2005 Remaster,Talking Heads,"['alternative rock', 'art punk', 'dance rock', 'funk rock', 'new wave', 'permanent wave', 'post-punk', 'rock', 'zolo']",0.721,0.521,-8.123,0.0613,0.0708,0.127,0.942,123.118,261413,0
Tainted Love,Soft Cell,"['new romantic', 'new wave', 'new wave pop', 'synthpop']",0.5,0.501,-8.284,0.0376,0.462,0.26,0.623,144.438,153800,0
Little Red Corvette - 2019 Remaster,Prince,"['funk', 'funk rock', 'minneapolis sound', 'rock', 'synth funk']",0.736,0.858,-6.054,0.098,0.163,0.459,0.659,122.974,303543,0
Family Affair - Single Version,Sly & The Family Stone,"['classic soul', 'funk', 'funk rock', 'p funk', 'psychedelic soul', 'soul', 'southern soul']",0.819,0.605,-13.83,0.132,0.669,0.199,0.797,108.892,185533,0
Can't Get You out of My Head,Kylie Minogue,"['australian dance', 'australian pop', 'dance pop', 'eurodance', 'new wave pop']",0.766,0.563,-7.516,0.0339,0.0263,0.115,0.964,126.007,230640,0
Honky Tonk Women,The Rolling Stones,"['album rock', 'british invasion', 'classic rock', 'rock']",0.56,0.721,-6.669,0.0629,0.225,0.0453,0.966,119.285,182707,0
Your Best American Girl,Mitski,"['brooklyn indie', 'pov: indie']",0.362,0.258,-9.655,0.0315,0.0165,0.231,0.133,77.021,212184,0
Autobahn - 2009 Remaster,Kraftwerk,"['art rock', 'dusseldorf electronic', 'early synthpop', 'electro', 'new wave', 'proto-techno', 'synthpop']",0.333,0.497,-15.606,0.0366,0.105,0.129,0.113,81.681,1367093,0
My Girls,Animal Collective,"['alternative dance', 'alternative rock', 'art pop', 'baltimore indie', 'chillwave', 'dream pop', 'experimental pop', 'freak folk', 'indie rock', 'neo-synthpop', 'noise pop']",0.508,0.953,-6.031,0.0806,0.256,0.929,0.555,119.973,340787,0
Eleanor Rigby - Remastered 2009,The Beatles,"['beatlesque', 'british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']",0.581,0.28,-9.091,0.0381,0.936,0.305,0.813,137.831,126533,0
Bang a Gong (Get It On) - 2003 Remaster,T. Rex,"['classic rock', 'glam rock', 'protopunk', 'rock', 'singer-songwriter']",0.729,0.818,-9.992,0.0732,0.157,0.195,0.906,125.814,267000,0
There She Goes,The La's,['australian hip hop'],0.536,0.854,-6.907,0.0298,0.0129,0.156,0.905,122.733,162160,0
Help! - Remastered 2009,The Beatles,"['beatlesque', 'british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']",0.534,0.725,-7.576,0.0332,0.188,0.0994,0.763,95.003,139560,0
House Of Jealous Lovers,The Rapture,"['alternative dance', 'dance-punk', 'electrofox', 'electronica', 'indie rock', 'neo-synthpop', 'new rave']",0.738,0.764,-4.29,0.0347,0.00037,0.292,0.777,130.011,304739,0
Last Nite,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",0.624,0.899,-5.709,0.0296,0.0221,0.0975,0.79,104.061,193373,0
Le Freak - 2018 Remaster,CHIC,"['contemporary country', 'country', 'country dawn']",0.91,0.641,-11.316,0.0589,0.0258,0.0642,0.903,118.533,331360,0
Won't Get Fooled Again - Original Album Version,The Who,"['album rock', 'british invasion', 'classic rock', 'hard rock', 'rock']",0.686,0.92,-6.231,0.0566,0.301,0.0807,0.225,135.027,511400,0
In My Life - Remastered 2009,The Beatles,"['beatlesque', 'british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']",0.688,0.435,-11.359,0.0323,0.449,0.113,0.435,103.239,146333,0
Hurt,Johnny Cash,"['arkansas country', 'outlaw country', 'rock']",0.534,0.392,-7.636,0.0267,0.649,0.0948,0.163,90.379,216533,0
Ms. Jackson,Outkast,"['atl hip hop', 'dirty south rap', 'hip hop', 'old school atlanta hip hop', 'rap', 'southern hip hop']",0.843,0.806,-5.946,0.269,0.143,0.0771,0.613,94.948,270507,0
Walk on By,Dionne Warwick,"['adult standards', 'brill building pop', 'disco', 'quiet storm', 'soft rock', 'soul', 'vocal jazz']",0.7,0.33,-9.027,0.0303,0.719,0.136,0.524,98.605,178333,0
Folsom Prison Blues,Johnny Cash,"['arkansas country', 'outlaw country', 'rock']",0.726,0.463,-11.702,0.0269,0.716,0.0909,0.846,99.998,168640,0
Sign O' The Times - Edit - 2020 Remaster,Prince,"['funk', 'funk rock', 'minneapolis sound', 'rock', 'synth funk']",0.83,0.411,-11.616,0.0682,0.0187,0.0648,0.607,99.057,220860,0
bad guy,Billie Eilish,"['art pop', 'electropop', 'pop']",0.701,0.425,-10.965,0.375,0.328,0.1,0.562,135.128,194088,0
Teenage Kicks,The Undertones,"['mod revival', 'northern irish punk', 'pub rock', 'punk']",0.415,0.782,-6.745,0.0461,0.0011,0.14,0.564,135.029,148480,0
This Is America,Childish Gambino,"['atl hip hop', 'hip hop', 'rap']",0.854,0.463,-6.159,0.137,0.117,0.354,0.549,120.024,225773,0
Blowin' in the Wind,Bob Dylan,"['classic rock', 'country rock', 'folk', 'folk rock', 'rock', 'roots rock', 'singer-songwriter']",0.38,0.0993,-20.567,0.0509,0.914,0.0605,0.44,174.874,165427,0
I Walk The Line - Single Version,Johnny Cash,"['arkansas country', 'outlaw country', 'rock']",0.862,0.484,-11.183,0.0421,0.798,0.105,0.787,105.834,163046,0
Brown Eyed Girl,Van Morrison,"['classic rock', 'folk', 'folk rock', 'heartland rock', 'mellow gold', 'rock', 'singer-songwriter', 'soft rock']",0.491,0.583,-10.964,0.0376,0.185,0.406,0.908,150.566,183307,0
Blueberry Hill,Fats Domino,"['louisiana blues', 'new orleans blues', 'piano blues', 'rock-and-roll', 'rockabilly']",0.489,0.499,-9.702,0.0271,0.74,0.156,0.829,133.341,147880,0
Planet Rock,Afrika Bambaataa,"['bronx hip hop', 'east coast hip hop', 'old school hip hop']",0.915,0.807,-9.636,0.13,0.011,0.201,0.709,127.35,319960,0
Crazy - Single Version,Patsy Cline,['nashville sound'],0.471,0.021,-24.385,0.0366,0.931,0.103,0.356,107.796,164573,0
Bo Diddley,Bo Diddley,"['acoustic blues', 'blues', 'chicago blues', 'electric blues', 'rock-and-roll', 'rockabilly', 'soul', 'traditional blues']",0.809,0.701,-12.484,0.0574,0.176,0.184,0.563,105.696,149013,0
Subterranean Homesick Blues,Bob Dylan,"['classic rock', 'country rock', 'folk', 'folk rock', 'rock', 'roots rock', 'singer-songwriter']",0.576,0.727,-9.973,0.05,0.702,0.324,0.751,173.854,141293,0
Mr. Brightside,The Killers,"['alternative rock', 'dance rock', 'modern rock', 'permanent wave', 'rock']",0.352,0.911,-5.23,0.0747,0.00121,0.0995,0.236,148.033,222973,0
People Get Ready,The Impressions,"['chicago soul', 'classic soul', 'funk', 'quiet storm', 'soul']",0.414,0.249,-12.674,0.0369,0.894,0.188,0.341,142.442,163360,0
Virginia Plain,Roxy Music,"['art rock', 'glam rock', 'melancholia', 'new romantic', 'new wave', 'new wave pop', 'sophisti-pop']",0.588,0.708,-7.823,0.0351,0.445,0.293,0.579,131.197,178376,0
Runaway,Del Shannon,"['doo-wop', 'rock-and-roll', 'rockabilly']",0.594,0.533,-7.993,0.0438,0.153,0.172,0.729,78.552,137307,0
Baba O'Riley,The Who,"['album rock', 'british invasion', 'classic rock', 'hard rock', 'rock']",0.489,0.724,-8.367,0.0352,0.313,0.287,0.15,117.292,300400,0
Go Your Own Way - 2004 Remaster,Fleetwood Mac,"['album rock', 'classic rock', 'rock', 'soft rock', 'yacht rock']",0.583,0.947,-5.12,0.0378,0.0185,0.0679,0.803,135.448,223613,0
Two Weeks,FKA twigs,"['afrofuturism', 'alternative r&b', 'art pop', 'escape room', 'experimental r&b', 'trip hop']",0.479,0.716,-6.663,0.228,0.0624,0.0814,0.338,109.748,247547,0
(White Man) in Hammersmith Palais,The Clash,"['alternative rock', 'permanent wave', 'punk', 'rock']",0.692,0.694,-6.398,0.0369,0.132,0.0855,0.832,102.769,240560,0
(Don't Fear) The Reaper,Blue Öyster Cult,"['album rock', 'classic rock', 'glam metal', 'hard rock', 'progressive rock', 'rock']",0.333,0.927,-8.55,0.0733,0.0029,0.297,0.385,141.466,308120,0
Penny Lane - Remastered 2009,The Beatles,"['beatlesque', 'british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']",0.651,0.488,-8.22,0.0316,0.212,0.136,0.49,113.038,180893,0
Smoke on the Water,Deep Purple,"['album rock', 'classic rock', 'hard rock', 'metal', 'rock']",0.632,0.586,-11.333,0.0284,0.0983,0.0535,0.89,114.243,342173,0
Toxic,Britney Spears,"['dance pop', 'pop']",0.774,0.838,-3.914,0.114,0.0249,0.242,0.924,143.04,198800,0
Roadrunner,Jonathan Richman & The Modern Lovers,['boston rock'],0.462,0.84,-6.666,0.0346,4.98e-05,0.0893,0.804,75.54,246440,0
Don't You Want Me,The Human League,"['new romantic', 'new wave', 'new wave pop', 'permanent wave', 'sophisti-pop', 'synthpop']",0.731,0.738,-8.125,0.0377,0.184,0.214,0.958,117.656,236920,0
Bad Girls,M.I.A.,"['escape room', 'indietronica', 'neo-synthpop', 'new rave']",0.639,0.912,-2.621,0.0615,0.00107,0.097,0.343,143.448,227520,0
Changes - 2015 Remaster,David Bowie,"['art rock', 'classic rock', 'glam rock', 'permanent wave', 'rock']",0.559,0.308,-11.75,0.0376,0.505,0.109,0.414,113.633,217747,0
Don't Stop 'Til You Get Enough,Michael Jackson,"['r&b', 'soul']",0.878,0.821,-9.875,0.089,0.126,0.183,0.947,118.881,365467,0
Let It Be - Remastered 2009,The Beatles,"['beatlesque', 'british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']",0.443,0.403,-8.339,0.0322,0.631,0.111,0.41,143.462,243027,0
Don't Be Cruel,Elvis Presley,"['rock-and-roll', 'rockabilly']",0.678,0.494,-12.941,0.17,0.78,0.0737,0.803,84.398,121960,0
Papa Was A Rollin' Stone - Single Version,The Temptations,"['memphis soul', 'motown', 'soul']",0.817,0.405,-13.513,0.0811,0.451,0.0468,0.898,121.467,419640,0
Rolling in the Deep,Adele,"['british soul', 'pop', 'pop soul', 'uk pop']",0.73,0.769,-5.114,0.0298,0.138,0.0473,0.507,104.948,228093,0
Living For The City,Stevie Wonder,"['motown', 'soul']",0.589,0.585,-9.958,0.0747,0.0915,0.234,0.456,99.298,442867,0
Gloria (feat. Van Morrison) - Mono Version,Them,['modern southern rock'],0.621,0.939,-6.761,0.0817,0.22,0.185,0.595,128.434,159107,0
Try A Little Tenderness,Otis Redding,"['classic soul', 'memphis soul', 'soul', 'soul blues', 'southern soul', 'vocal jazz']",0.569,0.126,-16.028,0.0537,0.177,0.478,0.066,103.073,200626,0
I Wanna Be Your Dog,The Stooges,"['alternative rock', 'detroit rock', 'permanent wave', 'protopunk', 'punk']",0.527,0.871,-8.708,0.0354,0.0229,0.419,0.107,120.722,188560,0
1979 - Remastered 2012,The Smashing Pumpkins,"['alternative metal', 'alternative rock', 'grunge', 'permanent wave', 'rock', 'spacegrunge']",0.767,0.787,-9.897,0.0331,0.0163,0.0513,0.964,126.879,266200,0
The Girl From Ipanema - Single Version,Stan Getz,"['bebop', 'bossa nova', 'cool jazz', 'jazz', 'jazz saxophone', 'latin jazz', 'samba-jazz', 'vocal jazz']",0.696,0.17,-16.603,0.0385,0.943,0.106,0.523,130.967,167533,0
You Send Me,Sam Cooke,"['classic soul', 'soul', 'vocal jazz']",0.558,0.311,-9.582,0.0288,0.887,0.118,0.415,95.978,163480,0
Wild Thing,The Troggs,"['british blues', 'british invasion']",0.453,0.658,-13.472,0.0539,0.741,0.135,0.761,203.871,155333,0
Ziggy Stardust - 2012 Remaster,David Bowie,"['art rock', 'classic rock', 'glam rock', 'permanent wave', 'rock']",0.515,0.554,-11.616,0.0784,0.0478,0.219,0.509,80.146,193880,0
In the Midnight Hour,Wilson Pickett,"['classic soul', 'memphis soul', 'soul', 'southern soul']",0.75,0.444,-8.63,0.0403,0.12,0.118,0.849,111.919,157160,0
Wichita Lineman - Remastered 2001,Glen Campbell,"['adult standards', 'arkansas country', 'classic country pop', 'folk rock', 'mellow gold', 'nashville sound', 'singer-songwriter', 'soft rock']",0.192,0.392,-11.667,0.0328,0.326,0.248,0.391,172.312,186200,0
I Got You (I Feel Good),James Brown,"['funk', 'soul']",0.613,0.487,-8.781,0.0935,0.412,0.286,0.699,143.332,165800,0
Idioteque,Radiohead,"['alternative rock', 'art rock', 'melancholia', 'oxford indie', 'permanent wave', 'rock']",0.615,0.931,-7.8,0.273,0.0352,0.0915,0.525,137.544,309093,0
Sunshine Of Your Love,Cream,"['album rock', 'blues rock', 'british blues', 'classic rock', 'folk rock', 'hard rock', 'psychedelic rock', 'rock', 'singer-songwriter', 'supergroup']",0.683,0.594,-8.289,0.0347,0.385,0.121,0.734,115.099,250400,0
Search and Destroy [2023 Remaster] - Iggy Mix,The Stooges,"['alternative rock', 'detroit rock', 'permanent wave', 'protopunk', 'punk']",0.235,0.977,0.878,0.107,0.00353,0.172,0.241,152.952,208133,0
While My Guitar Gently Weeps - Remastered 2009,The Beatles,"['beatlesque', 'british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']",0.453,0.654,-8.855,0.0317,0.0205,0.172,0.702,115.0,285000,0
Ever Fallen in Love (With Someone You Shouldn't've?) - 1996 Remastered Version,Buzzcocks,"['alternative rock', 'britpop', 'madchester', 'new wave', 'post-punk', 'punk', 'uk post-punk']",0.266,0.831,-9.07,0.0453,0.000862,0.0555,0.778,175.514,163693,0
The Times They Are A-Changin',Bob Dylan,"['classic rock', 'country rock', 'folk', 'folk rock', 'rock', 'roots rock', 'singer-songwriter']",0.389,0.396,-7.999,0.0332,0.887,0.0828,0.585,171.86,192053,0
With Or Without You,U2,"['irish rock', 'permanent wave', 'rock']",0.54,0.429,-11.822,0.0285,0.000202,0.141,0.113,110.171,295516,0
Mystery Train,Elvis Presley,"['rock-and-roll', 'rockabilly']",0.699,0.514,-12.61,0.0315,0.587,0.22,0.63,120.758,144947,0
Leader Of The Pack,The Shangri-Las,"['brill building pop', 'classic girl group', 'rock-and-roll']",0.423,0.55,-8.738,0.0975,0.708,0.682,0.313,119.702,171333,0
Let's Get It On,Marvin Gaye,"['classic soul', 'motown', 'neo soul', 'northern soul', 'quiet storm', 'soul']",0.539,0.599,-10.638,0.0483,0.0375,0.0754,0.636,167.7,290933,0
La Bamba - Single Version,Ritchie Valens,"['rock-and-roll', 'rockabilly']",0.516,0.809,-6.419,0.0545,0.787,0.303,0.939,75.099,126960,0
Dance Yrself Clean,LCD Soundsystem,"['alternative dance', 'alternative rock', 'art pop', 'dance rock', 'dance-punk', 'electronic rock', 'electronica', 'indie rock', 'indietronica', 'neo-synthpop', 'new rave']",0.739,0.611,-9.829,0.0622,0.00557,0.04,0.794,98.004,536471,0
Relax,Frankie Goes To Hollywood,"['dance rock', 'hi-nrg', 'new romantic', 'new wave', 'new wave pop', 'synthpop']",0.676,0.695,-13.395,0.0392,0.326,0.0462,0.691,114.93,236800,0
The Model - 2009 Remaster,Kraftwerk,"['art rock', 'dusseldorf electronic', 'early synthpop', 'electro', 'new wave', 'proto-techno', 'synthpop']",0.708,0.683,-7.768,0.0344,0.00122,0.121,0.463,123.602,220533,0
Rebellion (Lies),Arcade Fire,"['alternative rock', 'baroque pop', 'canadian indie', 'chamber pop', 'indie rock', 'indietronica', 'modern rock', 'permanent wave', 'quebec indie', 'rock']",0.401,0.933,-5.682,0.0344,0.00744,0.318,0.734,127.193,310893,0
Don't Worry Baby (Mono),The Beach Boys,"['baroque pop', 'classic rock', 'folk rock', 'mellow gold', 'psychedelic rock', 'rock', 'sunshine pop']",0.54,0.413,-8.234,0.029,0.0337,0.122,0.788,121.125,168707,0
Debaser,Pixies,"['alternative rock', 'boston rock', 'permanent wave', 'rock']",0.489,0.913,-9.152,0.0479,0.00015,0.0703,0.539,135.756,171747,0
Sweet Jane - Full Length Version; 2015 Remaster,The Velvet Underground,"['alternative rock', 'melancholia', 'permanent wave', 'protopunk', 'rock']",0.619,0.637,-7.369,0.0286,0.015,0.374,0.936,105.205,246307,0
Why Do Fools Fall In Love?,Frankie Lymon & The Teenagers,"['doo-wop', 'rock-and-roll']",0.391,0.59,-6.705,0.0902,0.061,0.296,0.792,173.781,138267,0
